"loc","loc_lat","loc_lng","count"
"40 km (25 mls) SE of San Borja (   Bolivia)",-14.85837,-66.74392,1
"40 km (25 mls) SE of Saposoa Airport (SQU) (   Peru)",-6.93439,-76.77148,1
"40 km (25 mls) SE of Shingbwiyang (   Myanmar)","26.69718","96.20787",1
"40 km (25 mls) S of Dalhart, TX (   United States of America)","36.05932",-102.52256,1
"40 km (25 mls) S of Gobernador Crespo, ER (   Argentina)",-30.36164,-60.40075,1
"40 km (25 mls) S of Mazar-I-Sharif Airport (MZR) (   Afghanistan)","36.70745","67.10886",1
"40 km (25 mls) SSE of Claude, TX (   United States of America)","35.10967",-101.35939,1
"40 km (25 mls) SSW of Dessie (   Ethiopia)","11.13739","39.62962",1
"40 km (25 mls) SW off  Cape Canaveral, FL, USA (   Atlantic Ocean)","28.38164",-80.6056,1
"40 km (25 mls) SW of Goma Airport (GOM) (   Congo (Democratic Republic))",-1.67472,"29.23438",1
"40 km (25 mls) SW of Grants, NM (   United States of America)","35.15064",-107.84989,1
"40 km (25 mls) SW of Omdurman, Khartoum (   Sudan)","15.64624","32.46113",1
"40 km (25 mls) SW of Palel (   India)","25.31743","74.61607",1
"40 km (25 mls) SW of Puerto Cabezas (   Nicaragua)","14.03018",-83.38938,1
"40 km (25 mls) SW of Santahar (   Bangladesh)","24.80661","88.97814",1
"40 km (25 mls) W of Bogotá (   Colombia)","4.61496",-74.06941,1
"40 km (25 mls) W of Bukavu (   Congo (Democratic Republic))",-2.51266,"28.83803",1
"40 km (25 mls) W off  Hartland Point, United Kingdom (   Atlantic Ocean)","50.99189",-4.47766,1
"40 km (25 mls) W off  Luzon Island-Cubi Point NAS (NCP), Philippines (   Pacific Ocean)","18.55847","121.11891",1
"40 km (25 mls) W of Yellowknife, NT (   Canada)","62.45447",-114.37092,1
"40 km (25 mls) WSW of Kunming (   China)","25.06452","102.69877",1
"410 km (256.3 mls) W off  Ascension Island (   Atlantic Ocean)","47.24382",-1.69199,1
"41 km (25.6 mls) NNW of Vanavara (   Russia)","60.34887","102.27901",1
"41 km (25.6 mls) NW of Sandar-Marneuli (   Georgia)","41.48586","44.79725",1
"41 km (25.6 mls) S off  Nice, France (   Mediterranean Sea)","43.70026","7.27774",1
"4,1 km (2.6 mls) from  Nikolayevsk-na-Amure (   Russia)","53.13728","140.72749",1
"42 km (26.3 mls) E of Chittagong Airfield (CGP) (   Bangladesh)","22.34193","91.80589",1
"42 km (26.3 mls) E of Iliamna Airport, AK (ILI) (   United States of America)","59.78876",-154.11696,1
"42 km (26.3 mls) from  Guryev (   Kazakhstan)","50.81518","49.65241",1
"42 km (26.3 mls) from  Puerto Aisen (   Chile)",-45.40677,-72.69696,1
"42 km (26.3 mls) N of Petropavlovsk-Kamchatsky (   Russia)","53.05868","158.63259",1
"42 km (26.3 mls) NW of Jorhat (JRH) (   India)","26.76748","94.20675",1
"42 km (26.3 mls) S of Chihuahua Airport (CUU) (   Mexico)","28.63568",-106.07593,1
"42 km (26.3 mls) S of Gallup, NM (   United States of America)","35.52784",-108.74356,1
"42 km (26.3 mls) SW off  M'bour, Senegal (   Atlantic Ocean)","14.42059",-16.9634,1
"4,2 km (2.6 mls) SE of Islamabad-Benazir Bhutto International Airport (ISB) (   Pakistan)","33.70768","73.07048",1
"43 km (26.9 mls) E of San Diego-North Island NAS, CA (NZY) (   United States of America)","32.71044",-117.15875,1
"43 km (26.9 mls) from  Nukus (   Uzbekistan)","42.46366","59.60956",1
"43 km (26.9 mls) NE of Homer, AK (   United States of America)","59.64657",-151.54422,1
"43 km (26.9 mls) NW of Myitkyina (   Myanmar)","25.38849","97.37494",1
"43 km (26.9 mls) S off  East Sale, VIC, Australia (   Pacific Ocean)",-38.10577,"147.13309",1
"4,3 km (2.7 mls) SSW of Olive Creek (   Guyana)","36.032",-96.47813,1
"4,3 km (2.7 mls) W of Kharkov Airport (HRK) (   Ukraine)","50.0042","36.23577",1
"445 km (278.1 mls) SW off  Honolulu, Hawaii (   Pacific Ocean)","21.31449",-157.87139,1
"448 km (280 mls) N of Labuan, Malaysia [South China Sea] (   Pacific Ocean)","5.28987","115.24055",1
"44,8 km (28 mls) W of Tame (   Colombia)","6.46393",-71.7277,1
"44 km (27.5 mls) ESE of Linares (   Chile)",-35.84493,-71.5975,1
"44 km (27.5 mls) from  Milwaukee, WI (   United States of America)","43.042",-87.90687,1
"44 km (27.5 mls) N of Kuujjuaq, QC (   Canada)","58.1092",-68.40214,1
"44 km (27.5 mls) NW of Dushanbe (   Tajikistan)","38.56805","68.77158",1
"4,4 km (2.8 mls) NW of Akureyri Airport (AEY) (   Iceland)","65.695",-18.12084,1
"4,4 km (2.8 mls) SW of Pellston-Emmet County Airport, MI (PLN) (   United States of America)","45.56356",-84.78324,1
"450 km (281.3 mls) off  Jamnagar, India (   Indian Ocean)","22.46916","70.07095",1
"450 km (281.3 mls) SW of Carolina, MA (   Brazil)",-7.33165,-47.46893,1
"45 km (28.1 mls) from  Bangalore (   India)","12.96686","77.58743",1
"45 km (28.1 mls) from  Sangara (   Russia)","51.95207","93.85184",1
"45 km (28.1 mls) NE of Cagayan de Oro-Lumbia Airport (CGY) (   Philippines)","8.43178","124.61652",1
"45 km (28.1 mls) NE of Rome-Griffiss AFB, NY (RME) (   United States of America)","43.22318",-75.43638,1
"45 km (28.1 mls) N of San Vicente del Caguán (   Colombia)","2.11304",-74.77027,1
"45 km (28.1 mls) NW of Donetsk (   Ukraine)","48.00203","37.81449",1
"45 km (28.1 mls) NW of Rumbek (   South Sudan)","6.80764","29.67635",1
"45 km (28.1 mls) S of Abakan (   Russia)","53.72042","91.44419",1
"45 km (28.1 mls) S of Port Hedland, WA (   Australia)",-20.31346,"118.57726",1
"45 km (28.1 mls) SSE of Edmonton, AB (   Canada)","53.54624",-113.49037,1
"45 km (28.1 mls) SW of Omsukchan (   Russia)","62.51767","155.76839",1
"45 km (28.1 mls) SW of Wick, Scotland (   United Kingdom)","58.44301",-3.09269,1
"45 km (28.1 mls) W of Juneau International Airport, AK (JNU) (   United States of America)","58.35927",-134.572,1
"4,5 km (2.8 mls) E of Twentynine Palms Airport, CA (TNP) (   United States of America)","34.13561",-116.05475,1
"4,5 km (2.8 mls) from  München-Franz Josef Strauss Airport (MUC) (   Germany)","48.14272","11.58371",1
"4,5 km (2.8 mls) from  Nalchik Airport (NAL) (   Russia)","43.4983","43.63006",1
"4,5 km (2.8 mls) from  Tuxtla Gutiérrez Airport (TGZ) (   Mexico)","16.7552",-93.11544,1
"4,5 km (2.8 mls) N of Pyongyang (   North Korea)","39.01196","125.78686",1
"4,5 km (2.8 mls) NW of Alma-Ata (   Kazakhstan)","43.25066","76.88814",1
"4,5 km (2.8 mls) NW off  Ra'sal-Khaymah (   United Arab Emirates)","25.81007","55.97232",1
"4,5 km (2.8 mls) NW of Hamburg-Fuhlsbüttel Airport (HAM) (   Germany)","53.63456","10.01628",1
"4,5 km (2.8 mls) NW of Stockholm-Bromma Airport (BMA) (   Sweden)","59.35367","17.91669",1
"4,5 km (2.8 mls) NW of Tbilisi Airport (TBS) (   Georgia)","41.70907","44.79611",1
"4,5 km (2.8 mls) NW of Wadi-es-Sir (   Jordan)","31.95929","35.86514",1
"4,5 km (2.8 mls) SE of Muswellbrook, NSW (   Australia)",-32.26139,"150.88921",1
"4,5 km (2.8 mls) S of Düsseldorf Airport (DUS) (   Germany)","51.21564","6.77666",1
"4,5 km (2.8 mls) S of São Paulo-Congonhas Airport, SP (CGH) (   Brazil)",-20.50904,-43.85437,1
"4,5 km (2.8 mls) SSW of New Boston, TX (   United States of America)","33.46033",-94.41712,1
"4,5 km (2.8 mls) SW of Boca Raton, FL (   United States of America)","26.35049",-80.08841,1
"4,5 km (2.8 mls) SW of Reinhardtsdorf-Schöna (   Germany)","50.88946","14.19677",1
"4,5 km (2.8 mls) W of Miami Executive Airport, FL (TMB) (   United States of America)","28.03274",-80.65035,1
"4,5 km (2.8 mls) W of Paramaribo-Zanderij International Airport (PBM) (   Suriname)","5.82031",-55.16542,1
"460 km (287.5 mls) SE off  Port Washington, Long Island, NY (   Atlantic Ocean)","40.84781",-73.70487,1
"46 km (28.8 mls) N of Malakal (   South Sudan)","9.53609","31.65463",1
"46 km (28.8 mls) NW of Panama City, FL (   United States of America)","30.15987",-85.66033,1
"46 km (28.8 mls) SSE of Cherskiy Airport (CYX) (   Russia)","68.75682","161.34078",1
"46 km (28.8 mls) SW off  Agrigento, Italy (   Mediterranean Sea)","37.29648","13.56269",1
"46 km (28.8 mls) SW off  Goa, India (   Indian Ocean)","23.72629","84.55317",1
"4,6 km (2.9 mls) ESE of Meadow Lake Airport, SK (YLJ) (   Canada)","54.12183",-108.45536,1
"4,6 km (2.9 mls) from  Amsterdam-Schiphol International Airport (AMS) (   Netherlands)","52.36994","4.90788",1
"4,6 km (2.9 mls) N of Pusan-Kimhae Airport (PUS) (   South Korea)","35.29261","128.76809",1
"4,6 km (2.9 mls) NW of Clonbullogue Aerodrome (   Ireland)","52.73194",-6.82564,1
"4,6 km (2.9 mls) NW off  Gilleleje (   Denmark)","56.12346","12.30874",1
"4,6 km (2.9 mls) NW of Francistown Airport (FRW) (   Botswana)",-21.16957,"27.51194",1
"4,6 km (2.9 mls) SE off  Cape Paterson, VIC (   Australia)",-38.66769,"145.62102",1
"4,6 km (2.9 mls) S of Cranbrook, BC (   Canada)","49.51353",-115.76876,1
"470 km (293.8 mls) NE off  Florida coast, USA (   Atlantic Ocean)","26.55561",-80.0422,1
"475 km (296.9 mls) NW of Manila, Philippines (   Pacific Ocean)","14.58865","120.98454",1
"47 km (29.4 mls) NE of Goose Bay, NL (   Canada)","53.29583",-60.29594,1
"47 km (29.4 mls) W of Kutaisi (   Georgia)","42.25772","42.66943",1
"47 km (29.4 mls) WSW of Sydney, NSW (   Australia)",-33.8696,"151.20691",1
"4,7 km (2.9 mls) from  Kodinsk Airport (   Russia)","58.59328","99.16195",1
"4,7 km (2.9 mls) N of Baton Rouge Metropolitan Airport, LA (BTR) (   United States of America)","30.44561",-91.10222,1
"4,7 km (2.9 mls) SW of Medan-Soewondo Air Force Base (MES) (   Indonesia)","3.59211","98.67695",1
"480 km (300 mls) E off  Melbourne, FL, USA (   Atlantic Ocean)","28.06238",-80.55461,1
"48 km (30 mls) E of Albuquerque, NM (   United States of America)","35.08423",-106.64905,1
"48 km (30 mls) E of Pao-Shan (   China)","41.18099","122.05644",1
"48 km (30 mls) E of San Diego, CA (   United States of America)","32.71568",-117.16171,1
"48 km (30 mls) from  Barrancabermeja (   Colombia)","7.06191",-73.85038,1
"48 km (30 mls) from  Irkutsk (   Russia)","52.30026","104.24686",1
"48 km (30 mls) from  Nangapinoh (   Indonesia)",-0.39195,"111.78976",1
"48 km (30 mls) NE of Cutigliano, Pistoia (   Italy)","44.09911","10.75399",1
"48 km (30 mls) NE of Elk City, ID (   United States of America)","45.82648",-115.43684,1
"48 km (30 mls) NE of Phnom Penh (   Cambodia)","11.55251","104.87901",1
"48 km (30 mls) NE of San Borja (   Bolivia)",-14.85837,-66.74392,1
"48 km (30 mls) N of Taif (   Saudi Arabia)","21.29465","40.425",1
"48 km (30 mls) NW of Tezpur (   India)","26.62088","92.79398",1
"48 km (30 mls) SE of St. Anne-des-Monts, QC (   Canada)","49.12919",-66.48637,1
"48 km (30 mls) S of Gharyan (   Libya)","32.16277","13.01124",1
"48 km (30 mls) S of Grenoble (   France)","45.19401","5.73202",1
"48 km (30 mls) S of Hastings (   United Kingdom)","50.85711","0.57787",1
"48 km (30 mls) S of Ranong (   Thailand)","9.95201","98.63384",1
"48 km (30 mls) SW of Chaumont (   France)","48.11033","5.136",1
"48 km (30 mls) SW of New York-La Guardia Airport, NY (LGA) (   United States of America)","40.76952",-73.88675,1
"48 km (30 mls) SW of Shingbwiyang (   Myanmar)","26.69718","96.20787",1
"48 km (30 mls) W Aden-Khormaksar RAF Station (   Yemen)","12.81509","45.02975",1
"48 km (30 mls) WNW Las Vegas, NV (   United States of America)","36.18482",-115.16823,1
"48 km (30 mls) W off  San Francisco, CA, USA (   Pacific Ocean)","37.79292",-122.43464,1
"48 km (30 mls) W of Juneau International Airport, AK (JNU) (   United States of America)","58.35927",-134.572,1
"48 km (30 mls) W of Loshan (   China)","32.191","114.51632",1
"48 km (30 mls) W of Nyagan (   Russia)","62.14549","65.4359",1
"48 km (30 mls) W of Port Alsworth, AK (   United States of America)","60.19988",-154.31269,1
"48 km (30 mls) W of Salalah (   Oman)","17.01493","54.09302",1
"4,8 km (3 mls) from  Denver International Airport, CO (DEN) (   United States of America)","39.85139",-104.68097,1
"4,8 km (3 mls) NE of Kansas City, AR (   United States of America)","39.10344",-94.58311,1
"4,8 km (3 mls) N of Ribeira, Azores (   Portugal)","37.82196",-25.52558,1
"4,8 km (3 mls) NW of Big Trout Airport, ON (YTL) (   Canada)","53.82423",-89.87985,1
"4,8 km (3 mls) NW of Leeming RAF Station (   United Kingdom)","53.80535",-1.93759,1
"4,8 km (3 mls) SE of Watlington (   United Kingdom)","51.64428",-1.00539,1
"4,8 km (3 mls) S of Parks, AZ (   United States of America)","35.25986",-111.94822,1
"4,8 km (3 mls) S of Plattsburgh International Airport, NY (PLB) (   United States of America)","44.67047",-73.47198,1
"4,8 km (3 mls) S of Steamboat Springs Airport, CO (SBS) (   United States of America)","40.51668",-106.86375,1
"4,8 km (3 mls) SSW of Manila International Airport (MNL) (   Philippines)","14.58865","120.98454",1
"4,8 km (3 mls) SW of Ayan (   Russia)","56.46158","138.17009",1
"4,8 km (3 mls) SW of San Jose (   Philippines)","12.35292","121.06604",1
"4,8 km (3 mls) W of St Claire, AL (   United States of America)","37.42441",-122.12399,1
"49 km (30.6 mls) from  Amakinskaya (   Russia)","65.9453","111.48962",1
"49 km (30.6 mls) from  Khartoum (   Sudan)","15.60867","32.53578",1
"4 km (2.5 mls) E of Frankfurt Rhein-Main Air Force Base (FRF) (   Germany)","50.11208","8.68342",1
"4 km (2.5 mls) E of Lac du Bonnet, MB (   Canada)","50.25161",-96.06182,1
"4 km (2.5 mls) E of Leon Springs, TX (   United States of America)","29.66585",-98.6296,1
"4 km (2.5 mls) E of Moskva-Sheremetyevo Airport (SVO) (   Russia)","55.42558","37.14857",1
"4 km (2.5 mls) E of Nürnberg (   Germany)","49.45435","11.0735",1
"4 km (2.5 mls) E of Santiago-Antonio Maceo Airport (SCU) (   Cuba)","23.08716",-82.38451,1
"4 km (2.5 mls) E of Senador José Porfírio-Wilma Rebelo Airfield, PA (   Brazil)",-2.58909,-51.95098,1
"4 km (2.5 mls) E of Voronezh Airport (VOZ) (   Russia)","51.66782","39.20696",1
"4 km (2.5 mls) E of Zürich-Kloten Airport (ZRH) (   Switzerland)","47.45254","8.58056",1
"4 km (2.5 mls) from  Anadyr (   Russia)","64.73588","177.50825",1
"4 km (2.5 mls) from  Chardzhou Airport (CRZ) (   Turkmenistan)","39.09506","63.57427",1
"4 km (2.5 mls) from  Darvaza Airport (   Turkmenistan)","40.16265","58.41164",1
"4 km (2.5 mls) from  Épinal-Mirecourt Airport (EPL) (   France)","48.30017","6.13314",1
"4 km (2.5 mls) from  Gadsden Municipal Airport, AL (GAD) (   United States of America)","34.00014",-86.04338,1
"4 km (2.5 mls) from  Lensk Airport (   Russia)","53.04669","91.81331",1
"4 km (2.5 mls) from  Morón de la Fontera (   Spain)","37.12986",-5.45379,1
"4 km (2.5 mls) from  Moses Lake-Larson AFB, WA (LRN) (   United States of America)","47.17601",-119.32642,1
"4 km (2.5 mls) from  Moskva-Domodedovo Airport (DME) (   Russia)","55.75697","37.61502",1
"4 km (2.5 mls) from  Nizhneangarsk Airport (   Russia)","55.7921","109.5886",1
"4 km (2.5 mls) from  Novosibirsk-Yeltsovka Airport (   Russia)","55.05308","82.86037",1
"4 km (2.5 mls) from  Obo-AIM Airfield (   Central African Republic)","5.39584","26.49427",1
"4 km (2.5 mls) from  Palaú de Abajo (   Mexico)","19.59056",-96.43611,1
"4 km (2.5 mls) from  Palembang Airport (PLM) (   Indonesia)",-2.98486,"104.75891",1
"4 km (2.5 mls) from  Taiynsha (   Kazakhstan)","53.84861","69.77086",1
"4 km (2.5 mls) from  Thessaloniki International Airport (SKG) (   Greece)","40.63957","22.9371",1
"4 km (2.5 mls) from  Valparaiso-Eglin AFB, FL (VPS) (   United States of America)","30.48933",-86.49421,1
"4 km (2.5 mls) from  Van Airport (VAN) (   Turkey)","38.50036","43.38034",1
"4 km (2.5 mls) from  Wiesbaden (   Germany)","50.08466","8.24214",1
"4 km (2.5 mls) NE of El Paso International Airport, TX (ELP) (   United States of America)","31.80776",-106.40464,1
"4 km (2.5 mls) NE of Midland, TX (   United States of America)","32.00003",-102.07446,1
"4 km (2.5 mls) NE of Panama City-Tocumen International Airport (PTY) (   Panama)","9.05615",-79.43613,1
"4 km (2.5 mls) NE of Paris-Orly Airport (ORY) (   France)","45.54335","4.40749",1
"4 km (2.5 mls) NE of Saigon-Tan Son Nhat International Airport (SGN) (   Vietnam)","10.82605","106.64179",1
"4 km (2.5 mls) NE of Trier-Föhren Airport (   Germany)","49.8578","6.76301",1
"4 km (2.5 mls) NE of Zeals RAF Station (   United Kingdom)","51.0849",-2.31303,1
"4 km (2.5 mls) NNE of Cebu-Lahug Airport (   Philippines)","10.33579","123.8956",1
"4 km (2.5 mls) NNE of Concordia Airport, ER (COC) (   Argentina)",-31.38269,-58.0155,1
"4 km (2.5 mls) N of Accra Airport (   Ghana)","5.59539",-0.17726,1
"4 km (2.5 mls) N off  Colombo (   Sri Lanka)","6.93195","79.84556",1
"4 km (2.5 mls) N of Iskra (   Russia)","52.35007","104.35025",1
"4 km (2.5 mls) N of Kampung Atap (   Malaysia)","2.8202","101.89468",1
"4 km (2.5 mls) N of Louisville, IN (   United States of America)","38.25489",-85.76666,1
"4 km (2.5 mls) N of Santiago de Compostella (SCQ) (   Spain)","42.87684",-8.54432,1
"4 km (2.5 mls) N of Verkhnyaya Khava (   Russia)","51.83993","39.94129",1
"4 km (2.5 mls) NW of Borja (   Spain)","41.83315",-1.52893,1
"4 km (2.5 mls) NW of Cheyenne Airport, WY (CYS) (   United States of America)","41.15233",-104.80129,1
"4 km (2.5 mls) NW of Nagambie, VIC (   Australia)",-36.78991,"145.15235",1
"4 km (2.5 mls) NW of Prosperine Airport, QLD (PPP) (   Australia)",-20.40611,"148.59346",1
"4 km (2.5 mls) NW of Saratov-Zavodskoy Airfield (   Russia)","51.50086","45.91905",1
"4 km (2.5 mls) NW of Silchar Airfield (IXS) (   India)","24.81277","92.7976",1
"4 km (2.5 mls) NW of Wesel (   Germany)","51.65573","6.61684",1
"4 km (2.5 mls) NW of Yakutat Airport, AK (YAK) (   United States of America)","59.52809",-139.69744,1
"4 km (2.5 mls) off  Caracas-Simón Bolívar International Airport (CCS) (   Venezuela)","10.13591",-64.69247,1
"4 km (2.5 mls) SE of Bradford Airport, PA (BFD) (   United States of America)","41.74198",-76.44214,1
"4 km (2.5 mls) SE of Cairo International Airport (CAI) (   Egypt)","30.11487","31.37892",1
"4 km (2.5 mls) SE off  Qeshm Island (   Iran)","40.18978","39.12578",1
"4 km (2.5 mls) SE of Khartoum-Civil Airport (KRT) (   Sudan)","15.60867","32.53578",1
"4 km (2.5 mls) S of Bell Center, OH (   United States of America)","40.50752",-83.74976,1
"4 km (2.5 mls) S of Krasnovodsk Airport (KRW) (   Turkmenistan)","40.06837","53.11406",1
"4 km (2.5 mls) S of Rio de Janeiro-Galeão International Airport, RJ (GIG) (   Brazil)",-22.81726,-43.22773,1
"4 km (2.5 mls) S of São Paulo-Congonhas Airport, SP (CGH) (   Brazil)",-20.50904,-43.85437,1
"4 km (2.5 mls) S of Seattle-Boeing Field, WA (BFI) (   United States of America)","47.60358",-122.32945,1
"4 km (2.5 mls) S of Yawata (   Japan)","34.85181","135.71228",1
"4 km (2.5 mls) S Presque Isle AAF, ME (PQI) (   United States of America)","46.68161",-68.01538,1
"4 km (2.5 mls) SSE off  Funchal Airport (FNC) (   Portugal)","32.64694",-16.90853,1
"4 km (2.5 mls) SSE of Konstantinovski , Martuk District (   Kazakhstan)","50.73947","56.50591",1
"4 km (2.5 mls) SSW of Quito-Mariscal Sucre Airport (UIO) (   Ecuador)",-0.18931,-78.51185,1
"4 km (2.5 mls) SW of Acapulco Airport (ACA) (   Mexico)","17.1376",-99.64094,1
"4 km (2.5 mls) SW of Apia-Fagali'i Airport (FGI) (   Samoa)",-13.83688,-171.75673,1
"4 km (2.5 mls) SW of Felt, OK (   United States of America)","36.56743",-102.79344,1
"4 km (2.5 mls) SW of Grenada AAF, MS (   United States of America)","33.78399",-89.81,1
"4 km (2.5 mls) SW of Roxboro/Person County Airport, NC (TDF) (   United States of America)","36.39804",-78.98278,1
"4 km (2.5 mls) W of Barcelona Airport (BCN) (   Spain)","41.23591","1.81228",1
"4 km (2.5 mls) W of Berlin-Tempelhof Airport (THF) (   Germany)","52.46076","13.38566",1
"4 km (2.5 mls) W of Elko, NV (   United States of America)","40.83569",-115.76754,1
"4 km (2.5 mls) W off  Adler/Sochi Airport (AER) (   Russia)","43.43612","39.93193",1
